Date,Time,Sample_ID,Treatment,Site,Replicate,Sample_number,DO_mg,DO_P,Temp,Sal,Cond,YSIpH,spec_pH,TA,pCO2,OmegaCa
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,8:38,UC-2-06-A,Ambient,Urbanna Creek,6,13,11.58,106.5,8.2,11.77,13464,7.76,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,8:42,MR-2-07-A,Ambient,Merroir,7,14,11.45,105.5,8.3,11.77,13496,7.67,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,8:53,VP-2-06-A,Ambient,VIMS Pier,6,17,11.3,105.6,8.8,11.77,13684,7.71,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,9:26,MR-2-04-A,Ambient,Merroir,4,27,11.38,106.3,8.5,11.77,13570,7.81,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,9:41,VP-2-07-A,Ambient,VIMS Pier,7,31,11.45,105.1,8.1,11.77,13432,7.78,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,10:20,VP-2-03-A,Ambient,VIMS Pier,3,39,11.55,106.3,8.1,11.77,13446,7.82,7.7757405,,544.750988,0.56287762
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,10:26,PR-2-05-A,Ambient,Piankatank,5,40,11.58,106.4,8.1,11.77,13452,7.78,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,10:36,PR-2-06-A,Ambient,Piankatank,6,43,11.71,107.7,8.1,11.77,13440,7.78,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,10:42,PR-2-07-A,Ambient,Piankatank,7,45,11.6,107.8,8.2,11.77,13469,7.78,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,10:58,MR-2-05-A,Ambient,Merroir,5,54,11.49,106.5,8.5,11.77,13578,7.76,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,11:00,VP-2-01-A,Ambient,VIMS Pier,1,55,11.6,106.8,8.2,11.77,13477,7.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/14/18,20:37,MR-2-01-L,Low,Merroir,1,1,16.98,159.7,8.2,4.71,5753,7.62,7.58244653,614.55,477.974585,0.1429745
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,20:52,PR-2-03-L,Low,Piankatank,3,11,12.35,109,8.8,4.71,5856,7.64,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:29,UC-2-02-L,Low,Urbanna Creek,2,24,12.38,108.9,8.7,4.71,5844,7.67,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:31,PR-2-02-L,Low,Piankatank,2,26,12.36,109.2,8.9,4.71,5856,7.64,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:48,UC-2-04-L,Low,Urbanna Creek,4,29,13.6,119.7,8.1,4.71,5742,7.63,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:05,VP-2-02-L,Low,VIMS Pier,2,41,12.48,110.1,8.7,4.71,5841,7.63,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,20:51,MR-2-05-L,Low,Merroir,5,10,12.31,108.7,8.9,4.72,5867,7.64,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:55,VP-2-05-L,Low,VIMS Pier,5,34,12.55,109.7,8.3,4.72,5774,7.65,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:06,PR-2-07-L,Low,Piankatank,7,42,12.32,109.3,9,4.72,5885,7.61,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:25,UC-2-05-L,Low,Urbanna Creek,5,44,12.41,108.2,8.2,4.72,5776,7.66,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:20,PR-2-01-L,Low,Piankatank,1,48,12.47,108.6,8.2,4.72,5773,7.63,7.58181913,583.94,454.678351,0.13570517
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,20:43,PR-2-06-L,Low,Piankatank,6,3,12.45,109.1,8.4,4.73,5815,7.65,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,20:47,UC-2-03-L,Low,Urbanna Creek,3,7,12.39,108.2,8.4,4.73,5836,7.7,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,20:57,UC-2-01-L,Low,Urbanna Creek,1,15,13.74,128.1,8.2,4.73,5762,7.66,7.60051875,605.13,450.886485,0.14677468
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:23,MR-2-07-L,Low,Merroir,7,19,12.33,108.7,8.6,4.73,5853,7.65,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:26,PR-2-05-L,Low,Piankatank,5,22,12.39,108.6,8.4,4.73,5829,7.65,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:30,MR-2-02-L,Low,Merroir,2,25,12.28,108.5,8.9,4.73,5874,7.67,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:33,PR-2-04-L,Low,Piankatank,4,28,12.27,108.7,8.9,4.73,5882,7.65,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:56,VP-2-06-L,Low,VIMS Pier,6,35,12.4,108.8,8.3,4.73,5791,7.61,7.57691397,577.62,455.207948,0.1333985
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:01,VP-2-07-L,Low,VIMS Pier,7,37,12.66,111.4,8.5,4.73,5837,7.64,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:02,MR-2-03-L,Low,Merroir,3,38,12.46,109.6,8.6,4.73,5820,7.65,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:27,MR-2-04-L,Low,Merroir,4,46,12.31,108.5,8.4,4.73,5810,7.67,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:32,VP-2-03-L,Low,VIMS Pier,3,52,12.26,108.4,8.6,4.73,5836,7.69,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:19,UC-2-07-L,Low,Urbanna Creek,7,16,16.15,131,8.6,4.74,5855,7.65,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:50,VP-2-01-L,Low,VIMS Pier,1,30,12.65,109.8,8.1,4.74,5748,7.68,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:54,VP-2-04-L,Low,VIMS Pier,4,33,12.36,108,8.3,4.74,5796,7.7,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:00,UC-2-06-L,Low,Urbanna Creek,6,36,14.03,127.8,8.6,4.74,5844,7.65,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:31,MR-2-06-L,Low,Merroir,6,51,12.36,108.1,8.4,4.74,5822,7.66,,,,
12/14/18,7:32,All-L,Low,Sump,1,Sump,10.25,103.3,15.1,4.67,6767,7.48,7.50020144,530.965,527.061588,0.13852263
12/15/18,8:28,UC-2-07-L,Low,Urbanna Creek,7,16,12.14,107,8.4,5.2,6331,7.65,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,8:35,MR-2-07-L,Low,Merroir,7,19,12.18,107.7,8.4,5.2,6335,7.66,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:07,VP-2-01-L,Low,VIMS Pier,1,30,13.78,125.1,8.4,5.2,6344,7.66,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:12,VP-2-05-L,Low,VIMS Pier,5,34,12.32,109.2,8.5,5.2,6357,7.65,7.61553887,,389.791112,0.14169086
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:16,VP-2-06-L,Low,VIMS Pier,6,35,13.42,124.9,8.8,5.2,6398,7.61,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:18,VP-2-07-L,Low,VIMS Pier,7,37,12.25,109.4,8.8,5.2,6408,7.65,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:19,MR-2-03-L,Low,Merroir,3,38,12.16,109.1,9,5.2,6444,7.64,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:23,PR-2-07-L,Low,Piankatank,7,42,12.08,109.4,9.1,5.2,6487,7.63,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,8:39,PR-2-05-L,Low,Piankatank,5,22,12.29,108.8,8.5,5.21,6352,7.67,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,8:44,PR-2-02-L,Low,Piankatank,2,26,12.15,108.1,8.6,5.21,6375,7.65,7.61501608,,390.484481,0.14220032
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,8:49,PR-2-04-L,Low,Piankatank,4,28,12.04,107.9,9,5.21,6282,7.67,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:22,VP-2-02-L,Low,VIMS Pier,2,41,12.13,109.1,9.2,5.21,6464,7.64,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:43,MR-2-04-L,Low,Merroir,4,46,12.19,107.9,8.5,5.21,6367,7.65,7.6167085,,388.642439,0.14212461
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:48,PR-2-01-L,Low,Piankatank,1,48,12.17,108.9,8.9,5.21,6441,7.65,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,8:08,PR-2-06-L,Low,Piankatank,6,3,12.16,107.8,8.3,5.22,6354,7.62,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,8:13,UC-2-03-L,Low,Urbanna Creek,3,7,12.13,109.4,8.6,5.22,6366,7.66,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,8:17,MR-2-05-L,Low,Merroir,5,10,12.13,107.8,8.6,5.22,6389,7.66,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,8:18,PR-2-03-L,Low,Piankatank,3,11,12.14,108.6,8.7,5.22,6404,7.64,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,8:42,UC-2-02-L,Low,Urbanna Creek,2,24,11.99,106.8,8.7,5.22,6408,7.68,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:03,UC-2-04-L,Low,Urbanna Creek,4,29,13.57,120.6,8.2,5.22,6331,7.64,7.62211675,,382.792709,0.14206416
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:17,UC-2-06-L,Low,Urbanna Creek,6,36,12.36,110.3,8.6,5.22,6410,7.66,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:41,UC-2-05-L,Low,Urbanna Creek,5,44,12.43,110.5,8.2,5.22,6339,7.68,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:52,MR-2-06-L,Low,Merroir,6,51,12.19,108.9,8.8,5.22,6430,7.66,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:53,VP-2-03-L,Low,VIMS Pier,3,52,12.06,108.1,9,5.22,6463,7.68,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,8:06,MR-2-01-L,Low,Merroir,1,1,14.33,132.8,8.4,5.23,6377,7.58,,,,
12/14/01,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,8:26,UC-2-01-L,Low,Urbanna Creek,1,15,12.36,109.6,8.4,5.23,6388,7.59,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,8:43,MR-2-02-L,Low,Merroir,2,25,12.08,107.6,8.8,5.23,6426,7.67,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,9:11,VP-2-04-L,Low,VIMS Pier,4,33,12.2,108.2,8.6,5.23,6379,7.7,,,,
12/14/18,20:07,All-L,Low,Sump,1,Sump,10.57,111.7,15.4,5.16,7492,7.56,7.5319,565.63,517.189265,0.16403674
12/15/18,21:22,VP-2-06-L,Low,VIMS Pier,6,35,12.12,108,8.8,4.67,5789,7.64,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:56,MR-2-02-L,Low,Merroir,2,25,11.79,107,9.6,4.68,5939,7.68,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:21,VP-2-05-L,Low,VIMS Pier,5,34,12.27,109.2,8.8,4.68,5800,7.66,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:25,MR-2-03-L,Low,Merroir,3,38,12.13,108.6,9,4.68,5842,7.65,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:47,MR-2-04-L,Low,Merroir,4,46,12.13,108.2,8.6,4.68,4785,7.65,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:24,MR-2-05-L,Low,Merroir,5,10,12.03,108.3,9,4.69,5854,7.67,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:25,PR-2-03-L,Low,Piankatank,3,11,12.13,108.7,9.1,4.69,5860,7.65,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:38,UC-2-01-L,Low,Urbanna Creek,1,15,12.5,115.9,9.6,4.69,5928,7.63,7.60116942,,410.631314,0.14065511
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:46,UC-2-07-L,Low,Urbanna Creek,7,16,11.86,107,9.4,4.69,5897,7.69,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:50,MR-2-07-L,Low,Merroir,7,19,11.85,107.3,9.2,4.69,5879,7.66,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:53,PR-2-05-L,Low,Piankatank,5,22,11.99,108.2,9.4,4.69,5898,7.7,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:55,UC-2-02-L,Low,Urbanna Creek,2,24,11.73,106.7,9.7,4.69,5960,7.67,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:42,PR-2-02-L,Low,Piankatank,2,26,11.99,106.8,8.9,4.69,5827,7.66,7.59662617,,412.891452,0.13503415
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:58,PR-2-04-L,Low,Piankatank,4,28,11.99,108.1,9.3,4.69,5892,7.68,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:10,UC-2-04-L,Low,Urbanna Creek,4,29,13.18,118.5,8.4,4.69,5752,7.65,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:12,VP-2-01-L,Low,VIMS Pier,1,30,12.69,112.7,8.3,4.69,5747,7.68,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:23,UC-2-06-L,Low,Urbanna Creek,6,36,12.14,108.1,8.8,4.69,5807,7.68,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:24,VP-2-07-L,Low,VIMS Pier,7,37,12.17,108.2,8.8,4.69,5812,7.66,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:16,VP-2-02-L,Low,VIMS Pier,2,41,12.27,108.3,8.4,4.69,5757,7.63,7.58888963,,418.895184,0.12983528
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:49,PR-2-01-L,Low,Piankatank,1,48,12.05,108.1,8.8,4.69,5836,7.65,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:08,MR-2-01-L,Low,Merroir,1,1,13.03,118,8.5,4.7,5787,7.65,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:21,UC-2-03-L,Low,Urbanna Creek,3,7,12.07,107.7,8.7,4.7,5829,7.75,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:19,VP-2-04-L,Low,VIMS Pier,4,33,12.2,108.6,8.7,4.7,5810,7.69,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:27,PR-2-07-L,Low,Piankatank,7,42,12.03,108,9.1,4.7,5856,7.67,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:41,UC-2-05-L,Low,Urbanna Creek,5,44,12.5,111.3,8.3,4.7,5754,7.69,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:44,MR-2-06-L,Low,Merroir,6,51,12.3,108.9,8.4,4.7,5754,7.68,7.61889579,,390.278004,0.13898494
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:52,VP-2-03-L,Low,VIMS Pier,3,52,12.05,107.7,8.9,4.7,5834,7.71,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:12,PR-2-06-L,Low,Piankatank,6,3,12.08,107.1,8.6,4.72,5804,7.71,,,,
12/15/18,7:47,All-L,Low,Sump,1,Sump,11.54,128.7,16,4.64,6872,7.55,7.55204568,541.29,478.812075,0.16486838
12/16/18,7:55,MR-2-01-L,Low,Merroir,1,1,13.11,120.7,8.3,5.08,6188,7.57,,,,
12/15/18,19:53,All-L,Low,Sump,1,Sump,10.95,120.1,16,5.06,7453,7.65,7.57492001,,453.666511,0.17825648
12/16/18,8:06,PR-2-06-L,Low,Piankatank,6,3,11.96,106.4,8.3,5.1,6215,7.67,,,,
12/15/18,19:53,All-L,Low,Sump,1,Sump,10.95,120.1,16,5.06,7453,7.65,7.57492001,,453.666511,0.17825648
12/16/18,8:26,MR-2-05-L,Low,Merroir,5,10,12.09,106.4,8.1,5.1,6191,7.66,7.61494224,,389.942705,0.13846678
12/15/18,19:53,All-L,Low,Sump,1,Sump,10.95,120.1,16,5.06,7453,7.65,7.57492001,,453.666511,0.17825648
12/16/18,8:46,UC-2-01-L,Low,Urbanna Creek,1,15,11.58,104.8,9.5,5.1,6409,7.6,,,,
12/15/18,19:53,All-L,Low,Sump,1,Sump,10.95,120.1,16,5.06,7453,7.65,7.57492001,,453.666511,0.17825648
12/16/18,8:49,UC-2-07-L,Low,Urbanna Creek,7,16,11.8,105.9,9,5.1,6324,7.68,,,,
12/15/18,19:53,All-L,Low,Sump,1,Sump,10.95,120.1,16,5.06,7453,7.65,7.57492001,,453.666511,0.17825648
12/16/18,9:13,UC-2-02-L,Low,Urbanna Creek,2,24,11.8,105.7,8.9,5.1,6309,7.67,7.61626421,,391.052071,0.14379121
12/15/18,19:53,All-L,Low,Sump,1,Sump,10.95,120.1,16,5.06,7453,7.65,7.57492001,,453.666511,0.17825648
12/16/18,9:20,MR-2-02-L,Low,Merroir,2,25,11.76,105.1,8.8,5.1,6308,7.68,,,,
12/15/18,19:53,All-L,Low,Sump,1,Sump,10.95,120.1,16,5.06,7453,7.65,7.57492001,,453.666511,0.17825648
12/16/18,9:24,PR-2-02-L,Low,Piankatank,2,26,12.02,106.7,8.5,5.1,6247,7.66,,,,
12/15/18,19:53,All-L,Low,Sump,1,Sump,10.95,120.1,16,5.06,7453,7.65,7.57492001,,453.666511,0.17825648
12/16/18,10:02,VP-2-05-L,Low,VIMS Pier,5,34,12.23,107.6,8.1,5.1,6189,7.63,,,,
12/15/18,19:53,All-L,Low,Sump,1,Sump,10.95,120.1,16,5.06,7453,7.65,7.57492001,,453.666511,0.17825648
12/16/18,10:44,MR-2-04-L,Low,Merroir,4,46,12.05,106.2,8.2,5.1,6201,7.66,,,,
12/15/18,19:53,All-L,Low,Sump,1,Sump,10.95,120.1,16,5.06,7453,7.65,7.57492001,,453.666511,0.17825648
