Date,Time,Sample_ID,Treatment,Site,Replicate,Sample_number,DO_mg,DO_P,Temp,Sal,Cond,YSIpH,spec_pH,TA,pCO2,OmegaCa
12/14/18,21:24,UC-2-04-A,Ambient,Urbanna Creek,4,21,11.72,107.7,8.6,11.87,13698,7.69,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,21:51,VP-2-07-A,Ambient,VIMS Pier,7,31,11.79,107.3,8,11.87,13536,7.8,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,22:30,UC-2-02-A,Ambient,Urbanna Creek,2,50,11.67,107.4,8.6,11.87,13723,7.62,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,22:34,MR-2-05-A,Ambient,Merroir,5,54,11.58,107.6,9,11.87,13860,7.68,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,20:42,PR-2-02-A,Ambient,Piankatank,2,2,11.95,110.1,8.7,11.88,13748,7.51,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,20:44,PR-2-03-A,Ambient,Piankatank,3,5,11.73,108.1,8.6,11.88,13738,7.75,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,20:46,VP-2-02-A,Ambient,VIMS Pier,2,6,11.78,108.2,8.5,11.88,13731,7.76,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,20:49,PR-2-01-A,Ambient,Piankatank,1,8,11.77,108.2,8.5,11.88,13744,7.74,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,20:50,MR-2-06-A,Ambient,Merroir,6,9,11.63,106.8,8.6,11.88,13739,7.6,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,20:55,UC-2-06-A,Ambient,Urbanna Creek,6,13,11.68,108.9,8.8,11.88,13840,7.65,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,21:11,UC-2-01-A,Ambient,Urbanna Creek,1,18,11.92,108.6,8.2,11.88,13587,7.74,7.71377096,1192.9,599.861692,0.46975465
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,21:27,UC-2-03-A,Ambient,Urbanna Creek,3,23,11.61,107.5,8.9,11.88,13816,7.71,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,21:32,MR-2-04-A,Ambient,Merroir,4,27,11.7,108.2,8.9,11.88,13802,7.79,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,22:04,PR-2-05-A,Ambient,Piankatank,5,40,11.85,109.2,8.6,11.88,13758,7.78,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,22:24,PR-2-06-A,Ambient,Piankatank,6,43,12.05,110.5,8.2,11.88,13611,7.79,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,22:26,PR-2-07-A,Ambient,Piankatank,7,45,11.85,108.2,8.2,11.88,13608,7.79,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,22:18,VP-2-05-A,Ambient,VIMS Pier,5,47,12.63,116.3,8,11.88,13499,7.82,7.79041181,821.415,342.285695,0.37887082
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,22:35,VP-2-01-A,Ambient,VIMS Pier,1,55,11.69,108.2,8.8,11.88,13804,7.77,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,20:56,MR-2-07-A,Ambient,Merroir,7,14,11.56,107.2,8.8,11.89,13840,7.6,,,,
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,21:13,MR-2-02-A,Ambient,Merroir,2,20,11.86,107.7,8,11.89,13526,7.77,7.68802767,1139.165,607.957956,0.42013876
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/14/18,22:03,VP-2-03-A,Ambient,VIMS Pier,3,39,11.9,109.7,8.7,11.89,13744,7.75,7.7757405,,544.750988,0.56287762
12/14/18,7:33,All-A,Ambient,Sump,1,Sump,9.85,101.9,14.2,11.85,15747,7.76,7.81478844,1305.05,534.892798,0.82123942
12/15/18,8:07,PR-2-02-A,Ambient,Piankatank,2,2,11.8,109.2,8.4,12.29,14114,7.53,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:15,MR-2-06-A,Ambient,Merroir,6,9,11.59,108.6,8.6,12.29,14148,7.57,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:19,VP-2-04-A,Ambient,VIMS Pier,4,12,11.39,106.3,8.8,12.29,14242,7.56,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:37,MR-2-02-A,Ambient,Merroir,2,20,11.83,106.8,8.4,12.29,14105,7.67,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,9:08,VP-2-07-A,Ambient,VIMS Pier,7,31,11.79,110.1,8.4,12.29,14120,7.82,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,9:10,UC-2-07-A,Ambient,Urbanna Creek,7,32,11.85,110.1,8.5,12.29,14141,7.67,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,9:20,VP-2-03-A,Ambient,VIMS Pier,3,39,11.81,110.9,9.1,12.29,14327,7.73,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,9:50,MR-2-03-A,Ambient,Merroir,3,49,11.68,108.8,8.8,12.29,14208,7.62,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,9:54,UC-2-05-A,Ambient,Urbanna Creek,5,53,11.48,108.1,9.1,12.29,14356,7.63,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,9:57,MR-2-01-A,Ambient,Merroir,1,56,11.3,106.6,9.3,12.29,14420,7.54,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:09,PR-2-04-A,Ambient,Piankatank,4,4,11.66,108.2,8.3,12.3,14088,7.65,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:10,PR-2-03-A,Ambient,Piankatank,3,5,11.67,107.9,8.3,12.3,14113,7.73,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:12,VP-2-02-A,Ambient,VIMS Pier,2,6,11.61,107.7,8.5,12.3,14149,7.77,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:14,PR-2-01-A,Ambient,Piankatank,1,8,11.57,107.5,8.4,12.3,14146,7.65,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:20,UC-2-06-A,Ambient,Urbanna Creek,6,13,11.5,107.3,8.8,12.3,14219,7.66,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:21,MR-2-07-A,Ambient,Merroir,7,14,11.42,107.9,9,12.3,14318,7.63,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:30,VP-2-06-A,Ambient,VIMS Pier,6,17,11.69,107.3,8,12.3,13986,7.68,7.68656741,,667.758825,0.46643413
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:33,UC-2-01-A,Ambient,Urbanna Creek,1,18,11.55,106.7,8.3,12.3,14049,7.72,7.71021448,,632.477232,0.49773801
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:38,UC-2-04-A,Ambient,Urbanna Creek,4,21,11.5,106.7,8.5,12.3,14136,7.71,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:40,UC-2-03-A,Ambient,Urbanna Creek,3,23,11.47,107,8.8,12.3,14210,7.71,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,9:40,PR-2-06-A,Ambient,Piankatank,6,43,12.72,118.6,8.3,12.3,14048,7.76,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,9:42,PR-2-07-A,Ambient,Piankatank,7,45,11.69,108.2,8.4,12.3,14098,7.76,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,9:47,VP-2-05-A,Ambient,VIMS Pier,5,47,12.36,117.1,8.9,12.3,14288,7.79,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,9:51,UC-2-02-A,Ambient,Urbanna Creek,2,50,11.51,110,8.8,12.3,14271,7.6,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,9:55,MR-2-05-A,Ambient,Merroir,5,54,11.37,108,9.3,12.3,14444,7.66,7.62544439,,779.074773,0.42952485
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,9:56,VP-2-01-A,Ambient,VIMS Pier,1,55,11.49,108.2,9.1,12.3,14400,7.73,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,8:48,MR-2-04-A,Ambient,Merroir,4,27,11.74,110.4,8.8,12.31,14285,7.77,,,,
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,9:21,PR-2-05-A,Ambient,Piankatank,5,40,11.58,108.2,9,12.31,14353,7.76,7.74038268,,591.165326,0.54786829
12/14/18,20:08,All-A,Ambient,Sump,1,Sump,10.21,104.7,13.3,12.29,15933,7.82,7.78161077,1332.48,584.205888,0.76067976
12/15/18,20:10,PR-2-02-A,Ambient,Piankatank,2,2,11.43,106.2,8.7,11.77,13639,7.44,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:22,PR-2-01-A,Ambient,Piankatank,1,8,11.46,107.8,8.8,11.77,13755,7.65,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:23,MR-2-06-A,Ambient,Merroir,6,9,11.42,106.9,8.9,11.77,13723,7.55,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:52,UC-2-04-A,Ambient,Urbanna Creek,4,21,11.22,107.1,9.4,11.77,13924,7.72,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:54,UC-2-03-A,Ambient,Urbanna Creek,3,23,11.2,106.9,9.7,11.77,14013,7.69,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:57,MR-2-04-A,Ambient,Merroir,4,27,11.41,107.8,9.4,11.77,13904,7.8,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:13,UC-2-07-A,Ambient,Urbanna Creek,7,32,11.66,107.9,8.4,11.77,13567,7.65,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:43,PR-2-07-A,Ambient,Piankatank,7,45,11.84,109.6,8.4,11.77,13560,7.79,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:50,MR-2-03-A,Ambient,Merroir,3,49,11.61,108.7,8.7,11.77,13656,7.65,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:45,UC-2-05-A,Ambient,Urbanna Creek,5,53,11.45,107.1,8.5,11.77,13571,7.61,7.58888963,,418.895184,0.12983528
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:53,MR-2-05-A,Ambient,Merroir,5,54,11.46,107.5,9,11.77,13766,7.69,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:55,MR-2-01-A,Ambient,Merroir,1,56,11.33,106.3,9,11.77,13750,7.56,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:12,PR-2-04-A,Ambient,Piankatank,4,4,11.8,109.5,8.6,11.78,13620,7.67,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:14,VP-2-02-A,Ambient,VIMS Pier,2,6,11.56,107.2,8.7,11.78,13659,7.77,7.74017707,,595.388514,0.53344013
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:26,VP-2-04-A,Ambient,VIMS Pier,4,12,11.41,107.3,9.1,11.78,13180,7.61,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:47,VP-2-06-A,Ambient,VIMS Pier,6,17,11.28,106.5,9.2,11.78,13836,7.66,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:48,UC-2-01-A,Ambient,Urbanna Creek,1,18,11.23,106,9.4,11.78,13882,7.7,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:51,MR-2-02-A,Ambient,Merroir,2,20,11.39,106.9,9.1,11.78,13773,7.65,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:13,VP-2-07-A,Ambient,VIMS Pier,7,31,11.87,110,8.3,11.78,13535,7.79,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:26,VP-2-03-A,Ambient,VIMS Pier,3,39,11.56,108.9,8.9,11.78,13765,7.81,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:15,PR-2-05-A,Ambient,Piankatank,5,40,11.72,108.8,8.4,11.78,13552,7.77,7.62985121,,772.51273,0.4121279
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:48,VP-2-05-A,Ambient,VIMS Pier,5,47,11.57,107.8,8.7,11.78,13677,7.83,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:51,UC-2-02-A,Ambient,Urbanna Creek,2,50,11.46,107.2,8.9,11.78,13720,7.63,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:13,PR-2-03-A,Ambient,Piankatank,3,5,11.58,107.6,8.6,11.79,13641,7.72,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:27,UC-2-06-A,Ambient,Urbanna Creek,6,13,11.51,108.1,9.1,11.79,13826,7.71,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:18,MR-2-07-A,Ambient,Merroir,7,14,11.44,106.6,8.6,11.79,13649,7.68,7.74017707,,595.388524,0.53344013
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:41,PR-2-06-A,Ambient,Piankatank,6,43,12.71,119.1,8.4,11.79,13537,7.77,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:54,VP-2-01-A,Ambient,VIMS Pier,1,55,11.44,107,8.9,11.79,13757,7.76,,,,
12/15/18,7:47,All-A,Ambient,Sump,1,Sump,10.35,106.1,13.1,11.77,15213,7.81,7.79153152,1125.51,485.086467,0.6414042
12/16/18,10:49,MR-2-03-A,Ambient,Merroir,3,49,11.77,108.3,8.2,11.75,13456,7.62,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,10:56,UC-2-05-A,Ambient,Urbanna Creek,5,53,11.58,106.7,8.3,11.75,13479,7.72,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,7:57,PR-2-02-A,Ambient,Piankatank,2,2,11.4,105.7,8.4,11.76,13537,7.42,7.50679666,,1033.32907,0.31252441
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,8:14,PR-2-03-A,Ambient,Piankatank,3,5,11.54,106.5,8.2,11.76,13464,7.74,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,8:21,PR-2-01-A,Ambient,Piankatank,1,8,11.49,105.8,8.2,11.76,12486,7.68,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,8:22,MR-2-06-A,Ambient,Merroir,6,9,11.59,106.5,8.1,11.76,13439,7.59,7.58864812,,850.093671,0.37094664
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,8:55,UC-2-01-A,Ambient,Urbanna Creek,1,18,11.35,106.1,8.9,11.76,13710,7.7,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,8:58,MR-2-02-A,Ambient,Merroir,2,20,11.55,106.7,8.4,11.76,13539,7.67,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,9:00,UC-2-04-A,Ambient,Urbanna Creek,4,21,11.34,105.7,8.7,11.76,13665,7.71,7.67480813,,695.991909,0.46108427
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,9:09,UC-2-03-A,Ambient,Urbanna Creek,3,23,11.26,105.8,9,11.76,13749,7.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,9:59,UC-2-07-A,Ambient,Urbanna Creek,7,32,11.5,105.8,8.2,11.76,13474,7.65,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,10:45,VP-2-05-A,Ambient,VIMS Pier,5,47,11.57,106.5,8.2,11.76,13465,7.83,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,10:53,UC-2-02-A,Ambient,Urbanna Creek,2,50,11.58,107,8.4,11.76,13517,7.73,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,11:01,MR-2-01-A,Ambient,Merroir,1,56,11.5,106.4,8.4,11.76,13519,7.6,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,8:11,PR-2-04-A,Ambient,Piankatank,4,4,11.44,105.2,8.2,11.77,13485,7.68,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,8:17,VP-2-02-A,Ambient,VIMS Pier,2,6,11.47,105.6,8.3,11.77,13500,7.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,1,Sump,10.15,105.4,13.6,11.76,15384,7.85,7.7996776,,532.202359,0.74320107
12/16/18,8:35,VP-2-04-A,Ambient,VIMS Pier,4,12,11.29,104.4,8.3,11.77,13510,7.65,,,,
