Date,Time,Sample_ID,Treatment ,Site,Set,Replicate,Sample_Number,DO_mg,DO_P,Temp,Sal,spec_pH,TA,pCO2,OmegaCa
12/15/18,21:53,MR-2-05-A,Ambient,Merroir,Set2,5,54,11.46,107.5,9,11.77,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:55,MR-2-01-A,Ambient,Merroir,Set2,1,56,11.33,106.3,9,11.77,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:12,PR-2-04-A,Ambient,Piankatank,Set2,4,4,11.8,109.5,8.6,11.78,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:14,VP-2-02-A,Ambient,VIMS Pier,Set2,2,6,11.56,107.2,8.7,11.78,7.74017707,,595.388514,0.53344013
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:26,VP-2-04-A,Ambient,VIMS Pier,Set2,4,12,11.41,107.3,9.1,11.78,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:47,VP-2-06-A,Ambient,VIMS Pier,Set2,6,17,11.28,106.5,9.2,11.78,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:48,UC-2-01-A,Ambient,Urbanna Creek,Set2,1,18,11.23,106,9.4,11.78,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:51,MR-2-02-A,Ambient,Merroir,Set2,2,20,11.39,106.9,9.1,11.78,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:13,VP-2-07-A,Ambient,VIMS Pier,Set2,7,31,11.87,110,8.3,11.78,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:26,VP-2-03-A,Ambient,VIMS Pier,Set2,3,39,11.56,108.9,8.9,11.78,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:15,PR-2-05-A,Ambient,Piankatank,Set2,5,40,11.72,108.8,8.4,11.78,7.62985121,,772.51273,0.4121279
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:48,VP-2-05-A,Ambient,VIMS Pier,Set2,5,47,11.57,107.8,8.7,11.78,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:51,UC-2-02-A,Ambient,Urbanna Creek,Set2,2,50,11.46,107.2,8.9,11.78,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:13,PR-2-03-A,Ambient,Piankatank,Set2,3,5,11.58,107.6,8.6,11.79,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:27,UC-2-06-A,Ambient,Urbanna Creek,Set2,6,13,11.51,108.1,9.1,11.79,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,20:18,MR-2-07-A,Ambient,Merroir,Set2,7,14,11.44,106.6,8.6,11.79,7.74017707,,595.388524,0.53344013
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:41,PR-2-06-A,Ambient,Piankatank,Set2,6,43,12.71,119.1,8.4,11.79,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/15/18,21:54,VP-2-01-A,Ambient,VIMS Pier,Set2,1,55,11.44,107,8.9,11.79,,,,
12/15/18,7:47,All-A,Ambient,Sump,Set2,1,Sump,10.35,106.1,13.1,11.77,7.79153152,1125.51,485.086467,0.6414042
12/16/18,10:49,MR-2-03-A,Ambient,Merroir,Set2,3,49,11.77,108.3,8.2,11.75,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,10:56,UC-2-05-A,Ambient,Urbanna Creek,Set2,5,53,11.58,106.7,8.3,11.75,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,7:57,PR-2-02-A,Ambient,Piankatank,Set2,2,2,11.4,105.7,8.4,11.76,7.50679666,,1033.32907,0.31252441
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,8:14,PR-2-03-A,Ambient,Piankatank,Set2,3,5,11.54,106.5,8.2,11.76,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,8:21,PR-2-01-A,Ambient,Piankatank,Set2,1,8,11.49,105.8,8.2,11.76,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,8:22,MR-2-06-A,Ambient,Merroir,Set2,6,9,11.59,106.5,8.1,11.76,7.58864812,,850.093671,0.37094664
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,8:55,UC-2-01-A,Ambient,Urbanna Creek,Set2,1,18,11.35,106.1,8.9,11.76,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,8:58,MR-2-02-A,Ambient,Merroir,Set2,2,20,11.55,106.7,8.4,11.76,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,9:00,UC-2-04-A,Ambient,Urbanna Creek,Set2,4,21,11.34,105.7,8.7,11.76,7.67480813,,695.991909,0.46108427
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,9:09,UC-2-03-A,Ambient,Urbanna Creek,Set2,3,23,11.26,105.8,9,11.76,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,9:59,UC-2-07-A,Ambient,Urbanna Creek,Set2,7,32,11.5,105.8,8.2,11.76,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,10:45,VP-2-05-A,Ambient,VIMS Pier,Set2,5,47,11.57,106.5,8.2,11.76,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,10:53,UC-2-02-A,Ambient,Urbanna Creek,Set2,2,50,11.58,107,8.4,11.76,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,11:01,MR-2-01-A,Ambient,Merroir,Set2,1,56,11.5,106.4,8.4,11.76,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,8:11,PR-2-04-A,Ambient,Piankatank,Set2,4,4,11.44,105.2,8.2,11.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,8:17,VP-2-02-A,Ambient,VIMS Pier,Set2,2,6,11.47,105.6,8.3,11.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,8:35,VP-2-04-A,Ambient,VIMS Pier,Set2,4,12,11.29,104.4,8.3,11.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,8:38,UC-2-06-A,Ambient,Urbanna Creek,Set2,6,13,11.58,106.5,8.2,11.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,8:42,MR-2-07-A,Ambient,Merroir,Set2,7,14,11.45,105.5,8.3,11.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,8:53,VP-2-06-A,Ambient,VIMS Pier,Set2,6,17,11.3,105.6,8.8,11.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,9:26,MR-2-04-A,Ambient,Merroir,Set2,4,27,11.38,106.3,8.5,11.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,9:41,VP-2-07-A,Ambient,VIMS Pier,Set2,7,31,11.45,105.1,8.1,11.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,10:20,VP-2-03-A,Ambient,VIMS Pier,Set2,3,39,11.55,106.3,8.1,11.77,7.7757405,,544.750988,0.56287762
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,10:26,PR-2-05-A,Ambient,Piankatank,Set2,5,40,11.58,106.4,8.1,11.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,10:36,PR-2-06-A,Ambient,Piankatank,Set2,6,43,11.71,107.7,8.1,11.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,10:42,PR-2-07-A,Ambient,Piankatank,Set2,7,45,11.6,107.8,8.2,11.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,10:58,MR-2-05-A,Ambient,Merroir,Set2,5,54,11.49,106.5,8.5,11.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/16/18,11:00,VP-2-01-A,Ambient,VIMS Pier,Set2,1,55,11.6,106.8,8.2,11.77,,,,
12/15/18,19:24,All-A,Ambient,Sump,Set2,1,Sump,10.15,105.4,13.6,11.76,7.7996776,,532.202359,0.74320107
12/14/18,20:37,MR-2-01-L,Low,Merroir,Set2,1,1,16.98,159.7,8.2,4.71,7.58244653,614.55,477.974585,0.1429745
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,20:52,PR-2-03-L,Low,Piankatank,Set2,3,11,12.35,109,8.8,4.71,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:29,UC-2-02-L,Low,Urbanna Creek,Set2,2,24,12.38,108.9,8.7,4.71,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:31,PR-2-02-L,Low,Piankatank,Set2,2,26,12.36,109.2,8.9,4.71,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:48,UC-2-04-L,Low,Urbanna Creek,Set2,4,29,13.6,119.7,8.1,4.71,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:05,VP-2-02-L,Low,VIMS Pier,Set2,2,41,12.48,110.1,8.7,4.71,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,20:51,MR-2-05-L,Low,Merroir,Set2,5,10,12.31,108.7,8.9,4.72,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:55,VP-2-05-L,Low,VIMS Pier,Set2,5,34,12.55,109.7,8.3,4.72,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:06,PR-2-07-L,Low,Piankatank,Set2,7,42,12.32,109.3,9,4.72,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:25,UC-2-05-L,Low,Urbanna Creek,Set2,5,44,12.41,108.2,8.2,4.72,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:20,PR-2-01-L,Low,Piankatank,Set2,1,48,12.47,108.6,8.2,4.72,7.58181913,583.94,454.678351,0.13570517
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,20:43,PR-2-06-L,Low,Piankatank,Set2,6,3,12.45,109.1,8.4,4.73,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,20:47,UC-2-03-L,Low,Urbanna Creek,Set2,3,7,12.39,108.2,8.4,4.73,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,20:57,UC-2-01-L,Low,Urbanna Creek,Set2,1,15,13.74,128.1,8.2,4.73,7.60051875,605.13,450.886485,0.14677468
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:23,MR-2-07-L,Low,Merroir,Set2,7,19,12.33,108.7,8.6,4.73,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:26,PR-2-05-L,Low,Piankatank,Set2,5,22,12.39,108.6,8.4,4.73,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:30,MR-2-02-L,Low,Merroir,Set2,2,25,12.28,108.5,8.9,4.73,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:33,PR-2-04-L,Low,Piankatank,Set2,4,28,12.27,108.7,8.9,4.73,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:56,VP-2-06-L,Low,VIMS Pier,Set2,6,35,12.4,108.8,8.3,4.73,7.57691397,577.62,455.207948,0.1333985
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:01,VP-2-07-L,Low,VIMS Pier,Set2,7,37,12.66,111.4,8.5,4.73,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:02,MR-2-03-L,Low,Merroir,Set2,3,38,12.46,109.6,8.6,4.73,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:27,MR-2-04-L,Low,Merroir,Set2,4,46,12.31,108.5,8.4,4.73,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:32,VP-2-03-L,Low,VIMS Pier,Set2,3,52,12.26,108.4,8.6,4.73,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:19,UC-2-07-L,Low,Urbanna Creek,Set2,7,16,16.15,131,8.6,4.74,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:50,VP-2-01-L,Low,VIMS Pier,Set2,1,30,12.65,109.8,8.1,4.74,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,21:54,VP-2-04-L,Low,VIMS Pier,Set2,4,33,12.36,108,8.3,4.74,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:00,UC-2-06-L,Low,Urbanna Creek,Set2,6,36,14.03,127.8,8.6,4.74,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/14/18,22:31,MR-2-06-L,Low,Merroir,Set2,6,51,12.36,108.1,8.4,4.74,,,,
12/14/18,7:32,All-L,Low,Sump,Set2,1,Sump,10.25,103.3,15.1,4.67,7.50020144,530.965,527.061588,0.13852263
12/15/18,8:28,UC-2-07-L,Low,Urbanna Creek,Set2,7,16,12.14,107,8.4,5.2,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,8:35,MR-2-07-L,Low,Merroir,Set2,7,19,12.18,107.7,8.4,5.2,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:07,VP-2-01-L,Low,VIMS Pier,Set2,1,30,13.78,125.1,8.4,5.2,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:12,VP-2-05-L,Low,VIMS Pier,Set2,5,34,12.32,109.2,8.5,5.2,7.61553887,,389.791112,0.14169086
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:16,VP-2-06-L,Low,VIMS Pier,Set2,6,35,13.42,124.9,8.8,5.2,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:18,VP-2-07-L,Low,VIMS Pier,Set2,7,37,12.25,109.4,8.8,5.2,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:19,MR-2-03-L,Low,Merroir,Set2,3,38,12.16,109.1,9,5.2,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:23,PR-2-07-L,Low,Piankatank,Set2,7,42,12.08,109.4,9.1,5.2,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,8:39,PR-2-05-L,Low,Piankatank,Set2,5,22,12.29,108.8,8.5,5.21,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,8:44,PR-2-02-L,Low,Piankatank,Set2,2,26,12.15,108.1,8.6,5.21,7.61501608,,390.484481,0.14220032
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,8:49,PR-2-04-L,Low,Piankatank,Set2,4,28,12.04,107.9,9,5.21,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:22,VP-2-02-L,Low,VIMS Pier,Set2,2,41,12.13,109.1,9.2,5.21,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:43,MR-2-04-L,Low,Merroir,Set2,4,46,12.19,107.9,8.5,5.21,7.6167085,,388.642439,0.14212461
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:48,PR-2-01-L,Low,Piankatank,Set2,1,48,12.17,108.9,8.9,5.21,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,8:08,PR-2-06-L,Low,Piankatank,Set2,6,3,12.16,107.8,8.3,5.22,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,8:13,UC-2-03-L,Low,Urbanna Creek,Set2,3,7,12.13,109.4,8.6,5.22,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,8:17,MR-2-05-L,Low,Merroir,Set2,5,10,12.13,107.8,8.6,5.22,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,8:18,PR-2-03-L,Low,Piankatank,Set2,3,11,12.14,108.6,8.7,5.22,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,8:42,UC-2-02-L,Low,Urbanna Creek,Set2,2,24,11.99,106.8,8.7,5.22,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:03,UC-2-04-L,Low,Urbanna Creek,Set2,4,29,13.57,120.6,8.2,5.22,7.62211675,,382.792709,0.14206416
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:17,UC-2-06-L,Low,Urbanna Creek,Set2,6,36,12.36,110.3,8.6,5.22,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:41,UC-2-05-L,Low,Urbanna Creek,Set2,5,44,12.43,110.5,8.2,5.22,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:52,MR-2-06-L,Low,Merroir,Set2,6,51,12.19,108.9,8.8,5.22,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:53,VP-2-03-L,Low,VIMS Pier,Set2,3,52,12.06,108.1,9,5.22,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,8:06,MR-2-01-L,Low,Merroir,Set2,1,1,14.33,132.8,8.4,5.23,,,,
12/14/01,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,8:26,UC-2-01-L,Low,Urbanna Creek,Set2,1,15,12.36,109.6,8.4,5.23,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,8:43,MR-2-02-L,Low,Merroir,Set2,2,25,12.08,107.6,8.8,5.23,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,9:11,VP-2-04-L,Low,VIMS Pier,Set2,4,33,12.2,108.2,8.6,5.23,,,,
12/14/18,20:07,All-L,Low,Sump,Set2,1,Sump,10.57,111.7,15.4,5.16,7.5319,565.63,517.189265,0.16403674
12/15/18,21:22,VP-2-06-L,Low,VIMS Pier,Set2,6,35,12.12,108,8.8,4.67,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:56,MR-2-02-L,Low,Merroir,Set2,2,25,11.79,107,9.6,4.68,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:21,VP-2-05-L,Low,VIMS Pier,Set2,5,34,12.27,109.2,8.8,4.68,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:25,MR-2-03-L,Low,Merroir,Set2,3,38,12.13,108.6,9,4.68,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,21:47,MR-2-04-L,Low,Merroir,Set2,4,46,12.13,108.2,8.6,4.68,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:24,MR-2-05-L,Low,Merroir,Set2,5,10,12.03,108.3,9,4.69,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
12/15/18,20:25,PR-2-03-L,Low,Piankatank,Set2,3,11,12.13,108.7,9.1,4.69,,,,
12/15/18,7:47,All-L,Low,Sump,Set2,1,Sump,11.54,128.7,16,4.64,7.55204568,541.29,478.812075,0.16486838
